pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0275	expanded_300_exhibit	person_image	VX175	583	A-0284-054	person_image	Andrej Karpathy	assets/people/i0284/andrej-karpathy.png	8e6f269c2c07528183789c73487fc26b736a1b2e78ecf71460a50eadb5e5ad5d	https://en.wikipedia.org/wiki/Andrej_Karpathy	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	software/LLM education human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX175
I-0302	FI-0276	expanded_300_exhibit	person_image	VX176	584	A-0284-055	person_image	Lisa Su	assets/people/i0284/lisa-su-profile-page.png	fac2d0fd0a114f643ae122ef466b7b572ee95543bf68d010a8dc1f92c322ae16	https://www.amd.com/en/corporate/leadership/lisa-su.html	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	accelerator competitor human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX176
I-0302	FI-0277	expanded_300_exhibit	person_image	VX177	585	A-0284-056	person_image	Greg Brockman	assets/people/i0284/greg-brockman-profile-page.png	df2a9d88cc43afb870118a7fa9304cf82b5093df053e49a2a3fff8d624ad5e7a	https://en.wikipedia.org/wiki/Greg_Brockman	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	OpenAI systems/product human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX177
I-0302	FI-0278	expanded_300_exhibit	person_image	VX178	586	A-0284-058	person_image	Daniela Amodei	assets/people/i0284/daniela-amodei-profile-page.png	aaf2f04b15b65116ab26ce5e15eefe38bce93ceb39a70b0e77899d05fa52d9b6	https://en.wikipedia.org/wiki/Daniela_Amodei	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Anthropic institution human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX178
I-0302	FI-0279	expanded_300_exhibit	person_image	VX179	587	A-0284-059	person_image	Mark Zuckerberg	assets/people/i0284/mark-zuckerberg-profile-page.png	71105eee996525be8a27c6b3d6aa97dcc43de84ff226e078cc102b13afa73bab	https://about.meta.com/media-gallery/executives/mark-zuckerberg/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Llama/open-weight human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX179
I-0302	FI-0280	expanded_300_exhibit	person_image	VX180	588	A-0284-060	person_image	Demis Hassabis	assets/people/i0284/demis-hassabis-profile-page.png	56794d86cd7753566dd2b80325f84750e7938e0152ba7d9f133024834ffb3ae7	https://deepmind.google/about/leadership/demis-hassabis/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	DeepMind/Gemini human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX180
I-0302	FI-0281	expanded_300_exhibit	person_image	VX181	589	A-0284-061	person_image	Sundar Pichai	assets/people/i0284/sundar-pichai-profile-page.png	49b620b8ff47e4efb941724366fe79763023d8913830d317ed378138ae14ccc8	https://abc.xyz/investor/sundar-pichai/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Google product/platform human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX181
I-0302	FI-0282	expanded_300_exhibit	person_image	VX182	590	A-0284-062	person_image	Satya Nadella	assets/people/i0284/satya-nadella-profile-page.png	fbdf38c9c6d8c4abf7a2bd4932c83b40eb3e53834ef6c70dedf445c12e82a24b	https://news.microsoft.com/exec/satya-nadella/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Microsoft/OpenAI platform human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX182
I-0302	FI-0283	expanded_300_exhibit	person_image	VX183	591	A-0284-063	person_image	Yann LeCun	assets/people/i0284/yann-lecun-profile-page.png	598fe5bf50fbe4b1e5090e078130575ac74f8fb3e1fb307e44c376392f2722bb	https://ai.meta.com/people/yann-lecun/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	open research/model debate human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX183
I-0302	FI-0284	expanded_300_exhibit	person_image	VX184	592	A-0284-064	person_image	Geoffrey Hinton	assets/people/i0284/geoffrey-hinton-profile-page.png	bbf74994efe67872611f4260ba250610faa82bf2e9f211b932f3ac327354fc31	https://en.wikipedia.org/wiki/Geoffrey_Hinton	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	neural-network lineage human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX184
I-0302	FI-0285	expanded_300_exhibit	person_image	VX185	593	A-0284-065	person_image	Yoshua Bengio	assets/people/i0284/yoshua-bengio-profile-page.png	f6faf2a7ad11aeaed1d962fc6d3c2d16e0f986b8e50452c599370b7de42d4b8e	https://mila.quebec/en/person/yoshua-bengio/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	deep-learning lineage human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX185
I-0302	FI-0286	expanded_300_exhibit	person_image	VX186	594	A-0287-051	person_image	Andrew Ng	assets/people/i0287/person-0287-001-andrew-ng.png	e76d83276c8fa6d7db54fb92dc94a80676b637be6359a401c96ca8fee4497305	https://www.andrewng.org/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	AI education/cloud human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX186
I-0302	FI-0287	expanded_300_exhibit	person_image	VX187	595	A-0287-052	person_image	Jeff Dean	assets/people/i0287/person-0287-002-jeff-dean.png	47d76c69a30a59ab7d134252323e04ad9ab7be40b18d826a0041a01258432a4b	https://research.google/people/jeff/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Google systems/model scaling human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX187
I-0302	FI-0288	expanded_300_exhibit	person_image	VX188	596	A-0287-053	person_image	Oriol Vinyals	assets/people/i0287/person-0287-003-oriol-vinyals.png	c2b2bb7f912ece6a5ca7cd4875f24c56f42507b7bb6881fe2c6b3ff9caecb568	https://en.wikipedia.org/wiki/Oriol_Vinyals	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	seq2seq/deep learning human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX188
I-0302	FI-0289	expanded_300_exhibit	person_image	VX189	597	A-0287-054	person_image	Ashish Vaswani	assets/people/i0287/person-0287-004-ashish-vaswani.png	5c97684ec70fcdf3c4481a777222384e4c92f3c60f9cd589c1f0dd2c07c7eaa6	https://en.wikipedia.org/wiki/Ashish_Vaswani	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Transformer human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX189
I-0302	FI-0290	expanded_300_exhibit	person_image	VX190	598	A-0287-055	person_image	Noam Shazeer	assets/people/i0287/person-0287-005-noam-shazeer.png	fc9f31e9d0e12eab31be459e25b875b3b54127c7dc5b9ed4bf2117fa1519792e	https://en.wikipedia.org/wiki/Noam_Shazeer	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	MoE/model architecture human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX190
I-0302	FI-0291	expanded_300_exhibit	person_image	VX191	599	A-0287-056	person_image	Mira Murati	assets/people/i0287/person-0287-006-mira-murati.png	ba16b465c20c53dba0af518aa8f883dcbca8e2e28b38b70f176a3d59b669f4a2	https://en.wikipedia.org/wiki/Mira_Murati	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	frontier lab/product human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX191
